Cust_No,avg_order_size,avg_order_freq,crossbuy,multichannel,per_sale,tenure,return_rate,married,own_home,household_size,loyalty_card,income,age,avg_mktg_cnt,zip_code
1237,49.70689655,0.935483871,3,3,0,24,0.242108914,0,0,1,1,100,63,11.5,21042
1238,31.21728395,3.115384615,5,3,0.018181818,26,0.287886578,1,0,1,0,110,21,12.61538462,19096
1239,24.66666667,0.166666667,3,1,0,5,0,0,1,7,1,35,21,7.4,8759
1240,30.615625,1,5,2,0.037037037,36,0.11381035,1,0,1,1,100,21,6.944444444,8048
1241,33.44968554,14.45454546,7,2,0.408759124,14,0.163655166,0,0,2,1,35,87,28.07142857,8234
1242,9.38,1,2,1,0.5,9,0,0,1,8,0,165,68,0.777777778,22209
1243,14.975,0.2,1,1,1,40,0,1,0,5,1,155,62,1.35,8003
1244,55.85714286,0.35,2,2,0,19,0.432225064,0,0,1,1,145,21,1.421052632,21157
1245,48,1.666666667,3,2,0,3,0.245833333,1,0,1,1,95,21,6,20910
1246,15.5,0.115384615,1,1,0,15,0.634408602,0,1,1,1,35,21,3.733333333,22193
1247,28.3,1,2,1,0,5,1.123674912,1,1,1,0,35,21,8.8,21042
1248,44.5,0.5,1,1,0,4,0,0,1,5,0,75,21,5.5,20815
1249,23,1,2,1,0,1,0,1,1,8,0,50,89,10,20016
1250,33.5,0.666666667,1,2,0,4,0,0,1,5,1,35,63,6,22181
1251,50.5,0.117647059,2,1,0.5,25,0,1,0,1,1,95,91,1.84,22701
1252,6.2375,0.222222222,1,1,1,40,0,1,1,1,1,160,22,0.925,20186
1253,40.75,0.090909091,1,2,0,13,0,0,0,6,0,150,41,4.153846154,21136
1254,23.35735294,2.615384615,4,2,0.083333333,2,0.278851602,0,1,4,1,95,43,62.5,21054
1255,24.5,0.55,3,1,0.1,10,0,0,1,1,1,50,31,14.3,21774
1256,23.58333333,0.6,1,1,0,7,1,0,1,1,1,35,51,15.42857143,22602
1257,18.75,4,2,1,0,1,0.613333333,0,1,1,0,85,72,36,20853
1258,24.9,0.476190476,1,1,0,17,1,1,1,7,1,85,44,7.705882353,8215
1259,29.43541667,1,4,1,0,13,0,1,1,7,1,50,77,16.15384615,8742
1260,24.05555556,0.5625,3,1,0,14,0,0,1,1,1,60,40,8.142857143,8816
1261,29,0.444444444,2,2,0,12,0.443965517,1,1,7,1,150,27,12.91666667,19038
1262,23.20074627,3.941176471,5,1,0.037037037,10,0.036668918,1,1,2,1,65,21,31.3,8620
1263,74.975,2,4,2,0.055555556,4,0,0,0,3,0,110,53,57.5,8753
1264,26.375,0.631578947,3,2,0,4,0.186413902,0,1,1,0,55,31,11.25,8610
1265,35.92857143,0.583333333,1,1,0,10,0.155069583,1,1,4,0,95,79,2.8,23113
1266,18,0.25,1,1,0,8,0.972222222,1,0,1,0,35,51,2.25,21784
1267,7.181818182,0.578947368,1,1,0,9,2.898734177,0,1,7,1,35,47,10.77777778,8050
1268,41.375,1.066666667,3,2,0.142857143,18,0.358006042,0,1,1,1,145,50,6.5,8094
1269,28.11111111,0.9,1,1,0,10,0.375296443,0,1,1,1,65,53,4.4,20151
1270,9.666666667,1.5,1,1,0,3,0,0,1,1,0,35,48,1.666666667,20175
1271,49.71428571,0.35,2,2,0,16,0,0,0,1,1,35,21,3.125,21228
1272,45.63928571,0.823529412,2,1,0.076923077,30,0.053212301,1,0,1,1,175,21,3.433333333,8742
1273,28.55434783,1.916666667,4,2,0.166666667,20,0.188808527,1,1,5,1,105,21,2.65,20015
1274,69.625,0.6,2,1,0,9,0.47636146,0,1,1,1,35,64,7.444444444,8721
1275,15.1875,0.888888889,2,2,0,9,0.489711934,1,1,1,0,105,45,11.33333333,8361
1276,6.583333333,0.375,1,1,0,5,0,0,1,1,0,70,75,3,19010
1277,22.98333333,1.875,2,2,0,14,0.567802756,0,1,8,0,70,92,16.57142857,8002
1278,29.16296296,1,3,1,0.08,21,0,1,0,1,0,35,52,9.619047619,22311
1279,23.89583333,1.333333333,2,3,0.071428571,29,0.139494333,1,0,1,0,70,97,7.793103448,22181
1280,68.55,0.666666667,4,2,0,14,0,0,1,4,1,35,21,8.642857143,22305
1281,62,0.333333333,2,1,0,6,0,0,1,2,0,35,29,2.833333333,21209
1282,25.875,0.695652174,3,1,0,21,0.263285024,1,1,4,1,140,45,8.904761905,19002
1283,43,0.333333333,1,1,0,9,2.744186047,0,0,4,1,145,88,11.22222222,22039
1284,48.71428571,0.4375,2,3,0,10,0.123167155,1,1,2,0,35,21,5.1,22003
1285,24.25,0.363636364,2,1,0,5,0,0,1,1,0,35,48,11.2,19103
1286,39,0.2,1,1,0,3,0,1,1,1,1,35,28,6,21122
1287,46.66666667,0.15,2,1,0,16,0,0,0,1,1,115,43,2.5625,19446
1288,29.5,0.076923077,1,1,0,3,0,1,1,1,1,35,70,2.333333333,8094
1289,21.84409449,6.684210526,2,1,0.295774648,40,0.242556413,1,1,1,1,90,77,8.85,21236
1290,31.22,1.25,4,1,0.277777778,40,0.144058296,1,1,1,1,50,21,5.425,22192
1291,25.32631579,1.1875,2,1,0.16,40,0.269638404,1,0,1,0,100,21,6,21014
1292,26.10625,3.2,3,3,0.379310345,20,0.400965605,0,1,8,0,35,21,12.1,8244
1293,50,0.428571429,2,2,0,5,0,0,1,1,0,35,59,10.2,21234
1294,23.75,0.173913044,1,1,0,9,0.410526316,0,1,5,1,35,66,2.111111111,22701
1295,12.66666667,3,5,1,0.105263158,15,0.445614035,1,1,4,1,35,21,11.2,8648
1296,25.05952381,4.2,5,2,0.047619048,7,0,0,1,3,1,35,50,4.571428571,21117
1297,38,0.0625,1,1,0,16,0,1,0,2,0,100,21,1,20002
1298,73.33333333,0.142857143,1,1,0,13,0,0,1,1,1,170,40,4.846153846,8046
1299,28.92285714,1.75,3,1,0.181818182,24,0.323866443,1,0,1,1,115,21,8.166666667,20176
1300,22.4537037,0.9,3,1,0.761904762,40,0.163876289,1,0,3,0,35,71,4.175,19027
1301,82,0.105263158,1,1,0.5,25,0,0,0,1,0,45,48,4.08,22901
1302,17,0.166666667,1,1,0,7,0,0,1,7,1,50,21,4,20817
1303,30.08333333,0.461538462,2,2,0.4,23,0,1,1,3,1,35,62,2.347826087,20905
1304,25.39,0.384615385,1,1,0.2,19,0,0,1,5,1,110,21,0.736842105,21144
1305,30.3,0.2,1,1,0,12,0.739273927,0,1,5,1,85,29,2.5,22043
1306,20.83333333,0.260869565,2,1,0,22,0.88,1,0,1,1,35,36,4.272727273,20852
1307,24.5,0.2,1,2,0,15,0,1,1,5,0,90,80,3.533333333,22202
1308,17.46122449,5.444444444,5,2,0.192307692,17,0.302711548,0,1,1,0,35,82,11.17647059,20817
1309,50.07142857,0.205882353,2,1,0,20,0.393723253,0,0,3,0,35,40,5.65,22015
1310,12,0.3,1,1,0,19,0.5,0,1,1,1,35,66,2.157894737,8077
1311,21.21428571,2.333333333,3,1,0,2,0.195286195,0,1,5,0,35,67,13,19087
1312,51.59090909,0.846153846,3,2,0,14,0,0,0,3,1,115,67,5.142857143,22101
1313,66,0.466666667,2,2,0,9,0.170995671,0,0,1,1,35,83,10.88888889,20816
1314,18.33125,2.666666667,4,1,0,6,1.347880441,0,1,7,1,35,30,27.33333333,22202
1315,15.96428571,2,2,1,0,2,0.523489933,0,0,8,1,35,30,12,22901
1316,25.25,0.190476191,1,1,0,13,0,0,1,1,1,160,21,2,21114
1317,46.87254902,3,5,2,0.034482759,19,0.130098306,0,0,6,1,35,90,13.47368421,8057
1318,35.83333333,1,2,1,0,3,0,0,1,2,1,35,53,5.666666667,19103
1319,24,0.357142857,3,2,0,15,0.25,0,1,1,1,35,21,8,22554
1320,31.16666667,0.666666667,2,1,0,9,0.556149733,1,1,1,0,40,31,7,22206
1321,42.99642857,0.451612903,4,2,0.25,36,0.196029571,1,0,2,1,110,38,6.222222222,8033
1322,29,0.034482759,1,1,0,22,0,1,0,3,0,50,87,1.227272727,21029
1323,33.00408163,1.53125,4,2,0.033333333,26,0.34179446,1,0,1,1,35,21,15.88461538,20007
1324,26,0.192307692,2,2,0,9,0.192307692,1,0,3,1,35,61,11.77777778,20832
1325,41.57142857,0.291666667,3,1,0,19,0,1,0,5,1,80,21,2.684210526,21093
1326,69,0.047619048,1,1,0,4,0,1,0,5,1,120,21,6,21701
1327,22,1,1,1,0,6,0.5,1,1,5,0,145,21,4,23233
1328,57.25,0.181818182,1,1,0,4,0,1,1,3,0,50,23,13.75,21012
1329,26.36363636,0.846153846,3,1,0,14,0.055172414,0,0,1,1,35,50,7.642857143,18940
1330,26.215625,0.888888889,3,2,0,18,0.069138157,1,1,6,0,85,69,4.333333333,22151
1331,44,0.5,4,1,0,7,0,1,1,3,1,50,77,13.28571429,8085
1332,31.55555556,0.428571429,3,2,0,7,0.487676056,1,1,1,0,35,21,6.571428571,21784
1333,29.51755952,5.6,6,3,0.07,28,0.472670626,1,1,4,1,120,23,27.03571429,22042
1334,29.4,0.147058824,2,1,0,1,0,1,0,4,0,35,70,37,21131
1335,37.83333333,0.230769231,1,2,0,12,0,0,0,5,1,35,21,4.75,8088
1336,16.5,0.047619048,1,1,0,18,0,1,0,8,1,35,89,0.944444444,20817
1337,46.975,0.181818182,1,2,0.5,40,0,0,1,1,0,160,28,0.375,20176
1338,16.5,0.428571429,1,1,0,6,0,0,1,1,1,35,25,5.5,8088
1339,29.94444444,1.125,2,2,0,3,0.163265306,0,1,4,1,55,72,58.33333333,19010
1340,27.42943262,9.4,5,3,0.170454546,33,0.342051169,1,0,6,1,150,21,12.51515152,20136
1341,25.15,0.764705882,2,2,0.2,30,0.749350054,1,0,5,1,60,53,1.033333333,23185
1342,30.48135593,3.470588235,5,3,0.192982456,13,0,0,1,1,0,90,45,7.769230769,21146
1343,22.73196721,9.384615385,4,2,0.072463768,15,0.296217503,0,1,1,0,50,33,13.53333333,20832
1344,35.08636364,1.434782609,2,3,0.838709677,40,0.06477523,0,0,1,1,50,36,4.075,22191
1345,37.66666667,0.333333333,1,2,0,9,0,0,0,4,1,35,21,6.333333333,21208
1346,32.5,0.538461539,4,2,0.111111111,33,0.479120879,1,0,1,1,110,21,5.121212121,23229
1347,34,0.052631579,1,1,0,16,0,0,1,1,1,35,21,1.1875,8701
1348,58,1,1,2,0,2,0,1,1,2,0,160,21,7.5,22209
1349,35,0.75,2,1,0,1,0.704761905,1,0,1,1,175,89,33,8742
1350,17,0.083333333,1,1,0,13,1,1,1,1,1,90,30,2.692307692,19154
1351,26.86,1.041666667,1,2,0.111111111,20,0.203201787,1,0,3,1,90,33,4.75,20850
1352,164,0.25,1,1,0,1,0,1,0,4,1,55,76,23,21157
1353,15.18181818,0.916666667,2,2,0,7,0.413173653,1,1,4,0,80,21,8.714285714,20850
1354,21.73518519,6.75,5,2,0.166666667,5,0.185652211,0,1,8,1,35,21,14.6,20136
1355,18,0.4,1,1,0,7,0.5,1,1,5,1,35,47,5.857142857,22041
1356,38,0.142857143,1,1,0,8,0,0,0,1,1,120,63,2.625,19046
1357,39.5,0.2,1,1,0,3,0,0,0,1,1,35,21,6.333333333,8318
1358,32.7,0.208333333,2,2,0,5,0.26911315,0,1,4,1,55,42,10,21204
1359,18.39344262,6.777777778,4,1,0,4,0.43627451,0,1,3,0,35,76,49.25,8098
1360,20,0.375,1,1,0.666666667,35,0,1,0,1,1,45,29,1.142857143,8724
1361,34.00492958,10.14285714,4,2,0.049180328,8,0.096485597,0,1,1,1,105,46,34.375,8550
1362,27.41666667,0.285714286,2,2,0,7,0,0,1,5,0,35,21,13.14285714,20814
1363,40.5,0.75,4,1,0,4,0,0,0,1,0,120,44,15.5,8204
1364,56.5,0.210526316,1,1,0,10,0,0,1,1,1,140,79,3.1,21157
1365,49.71428571,0.411764706,3,1,0,1,0,1,0,1,1,35,21,91,8628
1366,27.41666667,4,5,2,0.272727273,23,0.01266464,1,0,1,0,60,21,4.782608696,8080
1367,47.79117647,1.7,3,3,0.142857143,12,0.330481876,0,0,5,1,135,58,14.66666667,22405
1368,40.375,0.380952381,2,1,0,14,0.191950464,0,0,3,1,110,21,6.428571429,21093
1369,26.90909091,2.444444444,1,1,0,2,1.006756757,0,1,4,1,45,71,67.5,20817
1370,28.65384615,2.166666667,2,2,0,6,0.279194631,0,1,8,0,95,53,13.16666667,20016
1371,15.78571429,0.35,3,2,0,9,0,0,0,1,1,35,57,6.666666667,19119
1372,22.13461539,0.65,2,3,0.3,5,0.100781929,0,1,8,0,120,57,17,8003
1373,9.666666667,3,1,1,0,2,0.5,0,1,6,1,115,21,8,8690
1374,26.56764706,4.25,5,2,0.238095238,9,0.473209344,0,0,2,0,45,21,12.66666667,8360
1375,28.496875,0.666666667,3,1,0.1,33,0.216580765,1,1,1,0,40,21,5.212121212,20817
1376,34.8,1.25,2,1,0,4,0,0,0,4,1,85,51,26.25,19053
1377,16.525,0.875,3,1,0.571428571,40,0.055975794,1,0,1,0,140,21,1.75,22204
1378,23,0.095238095,1,1,0,9,0,0,1,1,1,135,77,4.555555556,22033
1379,73.125,1.333333333,3,1,0,4,0,0,0,1,0,35,35,27.5,22192
1380,34.94565217,2.875,2,1,0,8,0,1,0,1,1,145,41,16.5,8540
1381,30.44186047,1.264705882,4,2,0,17,0.13368984,0,1,1,1,35,25,10.29411765,22203
1382,30,0.2,1,1,0,1,0,0,0,1,0,35,44,15,22312
1383,19.10714286,1.944444444,4,2,0.0625,14,0.704672897,1,1,2,0,50,58,15.21428571,8060
1384,23.875,0.2,2,1,0,2,0.308900524,1,1,7,1,130,63,35,21236
1385,33.41428571,0.7,4,3,0.142857143,8,0,0,1,1,1,70,21,7,21157
1386,15,0.166666667,1,1,0,6,0,0,1,4,0,80,21,4.666666667,8022
1387,36.76402778,4.8,5,3,0.032258065,11,0.07480138,0,1,4,1,35,35,13.54545455,22151
1388,53.88,1.923076923,5,3,0,4,0.395694135,1,0,1,1,90,29,25.25,20895
1389,19.66666667,1.2,2,2,0,1,0,1,1,1,0,135,21,29,22030
1390,9.333333333,0.230769231,1,1,0,9,0,0,1,1,1,120,21,3,22304
1391,38.6,0.333333333,2,1,0,8,0,1,0,4,1,110,21,8.75,21228
1392,14.75,0.363636364,1,1,0,10,0,1,1,7,1,40,86,4.6,23229
1393,25.77142857,8.166666667,5,3,0.142857143,11,0.169068736,1,1,1,0,35,21,12.54545455,22152
1394,35,0.214285714,2,1,0,9,0,0,1,4,1,55,64,3.777777778,21093
1395,24.77777778,0.818181818,1,1,0,6,0,0,1,7,1,35,21,13.5,19128
1396,12.84615385,2.166666667,2,1,0,2,0.173652695,1,0,1,1,165,21,25,22308
1397,24,0.125,1,1,0,7,0,0,1,7,1,90,21,2.857142857,21236
1398,32.08979592,3.769230769,4,1,0.064516129,6,0.252448486,0,0,3,1,55,21,50.83333333,18966
1399,30.78,0.555555556,3,2,0.333333333,9,0.233918129,0,1,6,1,40,64,7.444444444,23229
1400,23.83333333,0.818181818,2,2,0,4,0,1,1,6,1,35,35,17.25,19147
1401,33.83162791,2.15,6,2,0.117647059,21,0.105110121,1,0,1,0,35,37,15.23809524,8742
1402,38.05555556,0.692307692,3,2,0,5,0.081751825,0,0,3,1,120,35,24.8,22306
1403,32.15714286,3.5,4,2,0.071428571,5,0,0,1,3,0,115,21,8.6,20147
1404,46.33333333,0.5,1,1,1,40,0.179496403,1,0,6,0,145,66,0.6,22102
1405,29.5,0.055555556,1,1,0,15,0,0,1,1,1,60,63,0.666666667,22101
1406,55.75,0.181818182,2,1,0,11,1,0,0,2,1,35,48,6.090909091,8619
1407,44,0.166666667,1,1,0,5,0,0,0,1,0,95,61,3.6,19020
1408,20,0.166666667,1,1,0,1,0,0,1,8,0,35,21,14,22407
1409,20.34333333,1.875,3,1,0.2,40,0.503768638,1,0,1,0,50,50,2.825,8210
1410,40.73229167,2.181818182,4,2,0.170731707,40,0.059790809,1,1,1,1,130,21,9.525,22207
1411,20.66666667,0.176470588,1,1,0,2,0,1,1,1,0,40,53,29,21014
1412,43.16111111,0.857142857,3,1,0.153846154,8,0,1,0,1,1,170,73,23.75,21114
1413,22.34090909,1.571428571,4,2,0.454545455,34,0,0,0,1,1,165,79,1.147058824,22192
1414,21.25757576,11,6,1,0.688172043,14,0.300017819,0,1,1,1,35,37,31,8088
1415,47.7745098,3,3,1,0.022222222,5,0,1,1,6,0,35,21,70.2,8816
1416,18.33333333,0.428571429,1,1,0,7,0,1,0,5,1,35,38,4.571428571,8003
1417,37.247,5.555555556,5,3,0.045454546,11,0.015571724,0,0,1,1,85,57,12,22102
1418,21,0.153846154,1,1,0,6,1,0,1,3,0,110,37,8,21037
1419,25,0.181818182,1,1,0,12,0,0,0,6,0,85,21,1.916666667,20876
1420,33.54516129,3.206896552,7,3,0.080645161,40,0.330464468,1,0,2,0,140,22,8.8,20910
1421,94,0.052631579,1,1,0,5,0,1,1,7,1,35,21,9.2,20855
1422,51.92307692,0.722222222,3,1,0,12,0.563911111,0,0,3,0,90,21,13.25,22308
1423,30.375,0.8,1,2,0,5,0,1,1,7,0,170,55,7.8,22312
1424,25.23597561,8.2,4,1,0.05,6,0.178292701,0,0,3,1,55,45,48.33333333,18901
1425,20.5,0.117647059,1,1,0,8,0,0,1,8,1,35,36,4.625,8527
1426,46.89642857,1,4,2,0.153846154,14,0,1,0,1,1,60,21,3.571428571,20904
1427,38.06388889,1,4,3,0,11,0.059840911,0,0,1,0,50,50,15.54545455,23229
1428,19.2744898,4.454545455,5,3,0.04,13,0.23135158,0,1,1,1,35,85,3.615384615,21784
1429,57.70588235,8.5,3,1,0,3,0.120285423,0,0,1,0,35,21,6.333333333,22030
1430,38.6,0.666666667,2,1,0,9,0,0,0,3,1,45,67,10.44444444,8201
1431,15.75,1.333333333,1,1,0,3,0,1,1,1,0,140,72,7,18901
1432,34.3625,1.333333333,1,1,0.4,16,0.283739542,0,1,1,1,35,54,5.5,22031
1433,49.5,0.166666667,1,1,0,6,0,0,1,1,1,35,21,3.666666667,21144
1434,19.42678571,1.555555556,4,2,0.4,40,0.16361798,1,0,1,1,35,58,6.275,20158
1435,23.27586207,1.8125,1,1,0,16,0.551111111,0,1,1,1,150,83,6.6875,8057
1436,56.75,0.08,2,1,0,20,0,0,1,6,1,35,21,1.9,19047
1437,25,8,1,1,0,1,1,0,1,8,1,65,55,14,21228
1438,38.83333333,0.6,3,2,0,11,0,0,0,4,1,45,43,4.545454545,8016
1439,21.33333333,0.214285714,1,1,0,8,0,0,1,3,1,35,61,4.375,19002
1440,11.25,1.272727273,4,1,0,5,0.247619048,0,1,3,0,35,95,10.4,22401
1441,16.33333333,0.130434783,1,1,0,4,0,0,1,2,1,90,21,5.25,21042
1442,28.0266129,2.583333333,6,3,0.38,24,0.063217564,1,1,1,0,110,29,2.5,21044
1443,47.96666667,0.818181818,2,2,0.125,8,0,0,0,5,1,35,26,10.75,8081
1444,29.68841463,4.1,7,1,0.019607843,16,0.37523876,1,1,1,1,95,52,25.9375,20854
1445,53.5,1.05,4,2,0.083333333,9,0.019581664,0,1,1,1,70,60,14.77777778,20170
1446,44,0.076923077,2,1,0,20,0,0,1,2,1,55,83,4.25,22003
1447,33.19038462,2.6,5,1,0.176470588,23,0.114722753,1,1,1,1,35,39,9.52173913,20187
1448,71,0.625,1,1,0,1,0.76056338,1,1,1,1,170,39,40,21122
1449,23.46947368,5.588235294,5,2,0.342465753,40,0.031149085,1,0,4,1,60,43,8.225,21784
1450,49.75,0.769230769,3,1,0,5,0,0,1,6,1,35,57,29.6,21136
1451,29.98125,1.333333333,2,2,0.5,32,0.083176986,1,1,5,0,145,78,1.59375,20876
1452,45,0.333333333,1,1,0,3,0,0,1,4,0,35,54,5.333333333,20906
1453,24.75,0.5,2,1,0,8,0,1,1,7,1,140,44,5.625,8057
1454,31.45189189,15.41666667,6,3,0.072,8,0.306663115,0,1,1,0,150,66,63.25,22602
1455,26,0.111111111,1,1,0,10,0,1,1,1,0,35,46,2.8,19111
1456,18.91666667,0.25,1,1,0,25,0,0,1,1,0,170,37,3.56,20147
1457,19.67857143,0.28,3,1,0.4,40,0,1,0,2,1,35,21,1.675,20783
1458,25,0.533333333,2,1,0,2,0,0,1,8,1,35,21,27,20782
1459,7.25,0.222222222,1,1,0,8,0,0,1,1,1,35,21,1.875,8205
1460,23.3,0.5,2,1,0.666666667,40,0.553648069,1,0,5,1,115,79,2.65,19047
1461,27.87910448,4.620689655,5,3,0.048192771,33,0.354676375,1,0,1,0,175,21,12.75757576,20186
1462,38.5,0.263157895,2,2,0,11,0,0,0,2,0,145,21,5.363636364,20866
1463,33.295,0.344827586,3,2,0.142857143,38,0.492566451,0,1,3,0,60,61,2.684210526,21131
1464,5.333333333,0.375,1,1,0,4,0,0,1,3,1,130,95,7,20904
1465,26.33333333,0.75,1,1,0,2,0,1,1,4,1,125,72,7.5,19136
1466,28.68333333,1.607142857,7,3,0.424242424,40,0.265582026,1,0,1,0,50,45,7.4,20016
1467,28.69198113,4.818181818,3,1,0.057142857,13,0.170302662,0,1,1,0,35,23,30.92307692,22206
1468,26.33333333,0.9,2,1,0,10,0,1,1,8,1,150,70,0.6,22314
1469,44,0.222222222,1,1,0,8,0,0,0,6,1,35,62,5.75,19047
1470,45.85277778,2.4,6,2,0.222222222,17,0.150814806,0,0,1,1,95,67,19.17647059,19067
1471,44.215,6.666666667,5,1,0.04,12,0,0,1,2,1,125,49,28,22003
1472,45,1,1,1,0,1,0,0,0,1,1,35,85,2,8109
1473,19.45454546,0.611111111,3,3,0,4,0.275700935,1,1,1,1,95,21,10.5,22046
1474,39.25,0.571428571,1,2,0,7,0,0,1,1,1,35,22,5.285714286,21286
1475,26.625,0.909090909,5,2,0,12,0.093896714,1,1,4,0,35,42,16.58333333,23229
1476,18.31666667,1.2,3,2,0.25,6,0.291173794,1,1,1,0,70,74,3.5,21227
1477,33.95,0.625,3,2,0,9,0.114874816,0,1,5,1,100,21,21.88888889,20016
1478,39.5,0.058823529,1,1,0,6,0,0,0,1,1,75,21,5.333333333,8244
1479,20.70833333,0.444444444,2,2,0.142857143,40,0,1,0,1,0,105,24,5.775,20895
1480,30.65121951,2.157894737,5,2,0.148148148,21,0.231160977,1,1,4,1,75,45,8.380952381,21146
1481,25.95454546,2.2,2,2,0,6,0,0,1,3,1,100,64,25.16666667,22181
1482,27.7375,0.857142857,2,2,0.388888889,40,0.054078414,1,0,6,0,55,21,7.25,21012
1483,15.25,0.25,2,1,0,3,0,0,1,3,1,35,56,16,21093
1484,17,1.142857143,1,2,0.25,12,0,1,1,5,0,130,21,2.583333333,19087
1485,27.27,0.222222222,1,1,0,6,1.045104511,0,1,2,1,35,21,5.333333333,22066
1486,31.44090909,1.833333333,2,1,0.272727273,13,0,0,1,5,0,65,92,7.769230769,8691
1487,69,0.117647059,2,1,0,18,0,1,0,1,1,50,74,1.944444444,20882
1488,43,0.222222222,2,1,0,3,0,1,0,1,1,50,21,20,20008
1489,49.43202247,2.870967742,5,3,0.070422535,40,0.105922331,1,0,2,1,145,75,9.325,22101
1490,17.6,0.15625,2,1,0,26,0.170454546,0,0,1,1,80,96,2.230769231,23185
1491,26.95769231,1.181818182,4,3,0,5,0.045655586,0,1,8,0,35,21,11.8,20176
1492,21.5,0.2,1,1,0,4,0,1,1,5,1,35,39,7.75,21015
1493,18.25,0.1875,2,1,0.333333333,40,0,1,0,1,1,35,21,0.85,20190
1494,22.276,1.666666667,4,2,0.076923077,6,0.287304723,0,1,2,1,80,79,26.16666667,8210
1495,22.7,1,2,1,0,3,0,0,1,1,1,35,47,3,22003
1496,37.42439024,9.111111111,6,3,0.072727273,7,0.24064781,0,0,5,1,90,60,35.57142857,20832
1497,31.41768293,6.833333333,6,2,0.166666667,13,0.407355653,1,1,5,1,50,81,26.30769231,21204
1498,7.25,0.222222222,1,1,0,6,1,0,1,8,0,55,25,1.166666667,8002
1499,36.409375,3.047619048,6,3,0.225806452,40,0.009634366,1,0,3,1,50,65,11.225,21146
1500,26,0.045454546,1,1,0,21,0,1,0,3,1,165,21,0.80952381,20906
1501,22.42857143,1.75,2,1,0.142857143,10,0.334394905,0,1,6,1,145,33,7,21157
1502,39.91666667,0.545454546,1,1,0,4,0.246346555,1,0,2,1,125,73,20.5,8753
1503,39.25,0.363636364,2,1,0,2,0.570063694,1,1,3,0,40,21,38.5,20141
1504,149,0.333333333,1,1,1,27,0.5,0,0,5,1,110,38,0.074074074,22182
1505,20.98333333,2,2,1,0.333333333,20,0,1,1,1,0,35,21,4.3,20016
1506,29.76923077,0.65,2,1,0,7,0,1,1,2,0,65,35,15.42857143,22201
1507,17.07142857,0.636363636,3,2,0,2,0,1,1,2,1,35,55,17,8053
1508,21.41304348,1.4375,3,1,0.1,11,0.633502538,0,1,8,1,90,63,14.09090909,8054
1509,38.95235294,3.148148148,7,2,0.044117647,10,0.028994699,1,0,3,1,155,67,48.7,19096
1510,42,0.058823529,1,1,0,10,0,0,1,5,1,35,24,1.6,8759
1511,31.26296296,1.173913044,3,2,0.434782609,34,0,1,0,3,0,35,58,5.705882353,20740
1512,28.38,3.888888889,2,3,0.304347826,24,0.381053056,1,1,1,1,145,47,8.166666667,19047
1513,19.61538462,1.625,4,3,0,11,0.12745098,0,0,8,1,35,55,9.181818182,21146
1514,25.38333333,1.111111111,5,1,0,23,0,1,1,1,1,100,21,7.304347826,19027
1515,57.5,0.2,2,2,0,4,0,1,0,4,1,65,81,11.75,21044
1516,29.80769231,0.928571429,1,1,0,9,0.356129032,0,1,1,0,35,21,15.88888889,7728
1517,28.57689873,8.315789474,7,1,0.079646018,27,0.324651451,0,1,4,1,120,21,16.74074074,20853
1518,13,0.1875,1,1,0,10,0,0,0,1,1,35,21,0.2,23113
1519,57.645,1.111111111,3,1,0,7,0,0,1,7,1,60,74,25.71428571,8873
1520,71,0.117647059,2,1,0,6,0,0,1,4,1,35,26,8.166666667,18940
1521,29,1,1,1,0,1,0,1,1,3,1,50,65,9,21209
1522,49.5,0.2,1,1,0,4,0,0,0,1,1,60,48,4,21075
1523,28.03367347,2.333333333,5,2,0.233333333,40,0.112838059,1,0,1,0,80,76,7.175,19067
1524,29.05170455,5.176470588,6,3,0.048387097,7,0.252469148,0,1,1,1,35,29,40.28571429,20164
1525,24.53870968,3.1,5,3,0.133333333,40,0.104487095,1,1,1,0,55,35,7.475,23229
1526,33.21935484,1.409090909,5,2,0.12,31,0.101476015,1,1,1,1,90,59,8.612903226,20912
1527,35.68478261,1.642857143,4,2,0.375,19,0.61650929,1,0,2,1,115,21,5.421052632,20147
1528,21.85,1.172413793,1,2,0.086956522,34,0.069995962,1,0,6,0,175,70,5.794117647,20782
1529,22.16065574,3.388888889,6,3,0.230769231,32,0.065801154,1,0,1,1,155,21,7.65625,22205
1530,1.833333333,0.272727273,1,1,0,6,6.909090909,1,1,3,1,105,80,7,21774
1531,27.55647059,3.4,6,3,0.138461539,40,0.108419075,1,0,1,0,60,21,4.975,22308
1532,50.34322034,2.185185185,4,2,0.094339623,34,0.014813568,1,0,6,0,175,48,11.58823529,22203
1533,31.3375,2.5,4,1,0,2,0.109293977,1,0,2,0,90,21,79.5,19038
1534,49,0.0625,1,1,0,8,0,1,1,5,1,55,40,2.875,7728
1535,35.47941177,5.666666667,2,2,0.16,8,0.28591561,0,1,7,1,60,32,12.25,8330
1536,57.3125,0.888888889,4,2,0,9,0,0,1,1,1,160,21,7.777777778,22204
1537,45,0.235294118,3,1,0.5,40,0,1,0,3,1,35,56,1.95,21234
1538,48.51363636,1.222222222,5,1,0.090909091,6,0,1,0,1,1,140,63,31.66666667,22901
1539,29.5,0.333333333,1,1,0,2,0,0,0,1,1,100,67,6.5,8071
1540,32.93,2.5,3,2,0.2,13,0.54954955,1,1,2,1,95,74,7.153846154,21230
